image,cluster,nearest_cosine_similarity
cju0qkwl35piu0993l0dewei2.jpg,-1,0.8373026251792908
cju0qoxqj9q6s0835b43399p4.jpg,-1,0.8005701303482056
cju0qx73cjw570799j4n5cjze.jpg,-1,0.8891255855560303
cju0roawvklrq0799vmjorwfv.jpg,-1,0.8475126624107361
cju0rx1idathl0835detmsp84.jpg,-1,0.8680152893066406
cju0s2a9ekvms080138tjjpxr.jpg,-1,0.839938223361969
cju0s690hkp960855tjuaqvv0.jpg,-1,0.8502601981163025
cju0sr5ghl0nd08789uzf1raf.jpg,-1,0.7885985374450684
cju0sxqiclckk08551ycbwhno.jpg,-1,0.8289981484413147
cju0t4oil7vzk099370nun5h9.jpg,-1,0.8928256630897522
cju0tl3uz8blh0993wxvn7ly3.jpg,-1,0.8218464255332947
cju0u2g7pmnux0801vkk47ivj.jpg,-1,0.8391246199607849
cju0u82z3cuma0835wlxrnrjv.jpg,-1,0.7765342593193054
cju0ue769mxii08019zqgdbxn.jpg,-1,0.830342173576355
cju0vtox5ain6099360pu62rp.jpg,-1,0.8057758212089539
cju13cgqmnhwn0988yrainhcp.jpg,-1,0.8890370726585388
cju13fwthn9mq0835gacxgy01.jpg,-1,0.8031877875328064
cju13hp5rnbjx0835bf0jowgx.jpg,-1,0.8894437551498413
cju14g8o4xui30878gkgbrvqj.jpg,-1,0.8349555134773254
cju14hjh2ob2o0835ouz3r5aa.jpg,-1,0.8740386962890625
cju14pxbaoksp0835qzorx6g6.jpg,-1,0.8476939797401428
cju15czxqp3lv0835jvhgzurz.jpg,-1,0.871115505695343
cju15jr8jz8sb0855ukmkswkz.jpg,-1,0.7989307045936584
cju15l5ubz9yh0855b3ivdpse.jpg,-1,0.8547658920288086
cju15mhjczc8z0801kit5c6di.jpg,-1,0.8695664405822754
cju15ptjtppz40988odsm9azx.jpg,-1,0.7798590660095215
cju15wdt3zla10801odjiw7sy.jpg,-1,0.8747286796569824
cju160wshltz10993i1gmqxbe.jpg,-1,0.8527917861938477
cju16ach3m1da0993r1dq3sn2.jpg,-1,0.821265459060669
cju16b6ynq8e40988m8vx0xnj.jpg,-1,0.8131699562072754
cju16d65tzw9d0799ouslsw25.jpg,-1,0.8183921575546265
cju16fpvhzypl0799p9phnlx6.jpg,-1,0.8296666741371155
cju16jgnyzp970878melv7r25.jpg,-1,0.8153511881828308
cju16whaj0e7n0855q7b6cjkm.jpg,-1,0.8618438243865967
cju171py4qiha0835u8sl59ds.jpg,-1,0.8710914254188538
cju175facms5f0993a5tjikvt.jpg,-1,0.8297982215881348
cju17bz250pgd0799u1hqkj5u.jpg,-1,0.8386645913124084
cju17g6ykn1cs0993dww6qdi8.jpg,-1,0.752643883228302
cju17hw9hr9c5098800fu4u8e.jpg,-1,0.8514496684074402
cju17otoe119u0799nqcbl8n1.jpg,-1,0.8575612902641296
cju17r8il13910799dr2wme2e.jpg,-1,0.8706822395324707
cju17v6ih0u7808783zcbg1jy.jpg,-1,0.8788901567459106
cju17x0j4nfc10993y31pvlgs.jpg,-1,0.7925618290901184
cju17z0qongpa0993de4boim4.jpg,-1,0.7834164500236511
cju1819curo000988pd5xcqme.jpg,-1,0.8417802453041077
cju183od81ff608017ekzif89.jpg,-1,0.8380894660949707
cju1871y11d6r0799k6cw4yze.jpg,-1,0.871832013130188
cju18849rrsgr0988p90hkygb.jpg,-1,0.80320805311203
cju18gzrq18zw0878wbf4ftw6.jpg,-1,0.830757737159729
cju18ibp219ub08783i6o98g7.jpg,-1,0.8546295166015625
cju18kevfrojc0835bn90f1in.jpg,-1,0.826197624206543
cju1alwgo30z60855fm3y23sm.jpg,-1,0.8620533347129822
cju1amqw6p8pw0993d9gc5crl.jpg,-1,0.7688350677490234
cju1aqqv02qwz0878a5cyhr67.jpg,-1,0.8419476747512817
cju1ats0y372e08011yazcsxm.jpg,-1,0.8814964890480042
cju1b0y2e396p08558ois175d.jpg,-1,0.8080940246582031
cju1b3zgj3d8e0801kpolea6c.jpg,-1,0.8775579333305359
cju1b75x63ddl0799sdp0i2j3.jpg,-1,0.8738105297088623
cju1bhnfitmge0835ynls0l6b.jpg,-1,0.8322067856788635
cju1bm8063nmh07996rsjjemq.jpg,-1,0.861315131187439
cju1brhsj3rls0855a1vgdlen.jpg,-1,0.783657968044281
cju1c0qb4tzi308355wtsnp0y.jpg,-1,0.8736773729324341
cju1c3218411b08014g9f6gig.jpg,-1,0.8913928270339966
cju1c4fcu40hl07992b8gj0c8.jpg,-1,0.8622962832450867
cju1c6yfz42md08550zgoz3pw.jpg,-1,0.8134822845458984
cju1c8ffau5770835g0g343o8.jpg,-1,0.8057321310043335
cju1cbokpuiw70988j4lq1fpi.jpg,-1,0.8594604134559631
cju1cdxvz48hw0801i0fjwcnk.jpg,-1,0.9011082053184509
cju1cfhyg48bb0799cl5pr2jh.jpg,-1,0.8761394023895264
cju1cj3f0qi5n0993ut8f49rj.jpg,-1,0.8497405648231506
cju1cnnziug1l0835yh4ropyg.jpg,-1,0.8260552883148193
cju1cqc7n4gpy0855jt246k68.jpg,-1,0.8339289426803589
cju1csmlc4ht10799b8ymmghg.jpg,-1,0.8029541373252869
cju1cu1u2474n0878tt7v4tdr.jpg,-1,0.8527917861938477
cju1cvkfwqrec0993wbp1jlzm.jpg,-1,0.8516346216201782
cju1cyjb5qtie0993njqne9m3.jpg,-1,0.8231903314590454
cju1d31sp4d4k0878r3fr02ul.jpg,-1,0.8308016657829285
cju1d50a94qf50855wsowacrc.jpg,-1,0.8672164082527161
cju1d96gsv62d09881b3wecw2.jpg,-1,0.8502601981163025
cju1ddr6p4k5z08780uuuzit2.jpg,-1,0.6820813417434692
cju1dfeupuzlw0835gnxip369.jpg,-1,0.8499365448951721
cju1dg44i4z3w0801nyz4p6zf.jpg,-1,0.8363568782806396
cju1dhfok4mhe0878jlgrag0h.jpg,-1,0.8762331604957581
cju1dia8hvc6v098827mgffnm.jpg,-1,0.8636806011199951
cju1djtprvd7b0988thwwrg09.jpg,-1,0.8285986185073853
cju1dnz61vfp40988e78bkjga.jpg,-1,0.8367912769317627
cju1dq3x1vgx109889c7wyirg.jpg,-1,0.8227183222770691
cju1drnhbrb9409935wi7vkhg.jpg,-1,0.7624701857566833
cju1efbr0rqxz09931z0lf4vf.jpg,-1,0.8557134866714478
cju1egh885m1l0855ci1lt37c.jpg,-1,0.7249401807785034
cju1egx9pvz2n0988eoy8jp23.jpg,-1,0.778925895690918
cju1ejj7dvqfa0835ra184v5m.jpg,-1,0.8465686440467834
cju1erep75us208553i4ofwwe.jpg,-1,0.7723687291145325
cju1euant5l960878iqj5vvto.jpg,-1,0.8422275185585022
cju1euuc65wm00799m4sjdnnn.jpg,-1,0.8314584493637085
cju1ewnoh5z030855vpex9uzt.jpg,-1,0.8567786812782288
cju1expq45zst0855rjqwwj4m.jpg,-1,0.8101293444633484
cju1f15k3w4ct0835cmde6ypo.jpg,-1,0.7580881714820862
cju1f320ewfyu0988ndz6blh5.jpg,-1,0.7780449986457825
cju1f5x1164xv08555654c24r.jpg,-1,0.8669505715370178
cju1f79yhsb5w0993txub59ol.jpg,-1,0.8596009016036987
cju1f8w0t65en0799m9oacq0q.jpg,-1,0.8433495759963989
cju1fb9236a110801yvg0fwju.jpg,-1,0.8470880389213562
cju1ffnjn6ctm08015perkg37.jpg,-1,0.865493893623352
cju1fj6axwfp30835ukhuzhw9.jpg,-1,0.8086714744567871
cju1fjsb4sipq09931lvd8e41.jpg,-1,0.8263317942619324
cju1fm3id6gl50801r3fok20c.jpg,-1,0.8681142330169678
cju1fmsyf6gxb0801cimx2gle.jpg,-1,0.8415845632553101
cju1fr4etsmrr09933u4t4aql.jpg,-1,0.7331610321998596
cju1ftaji6isw0855108yqcse.jpg,-1,0.8729562759399414
cju1fuoa4wmc50835qfd11sp9.jpg,-1,0.8458483815193176
cju1fyb1d69et0878muzdak9u.jpg,-1,0.8364641666412354
cju1g20bdwq6u0835e16xugcd.jpg,-1,0.9070211052894592
cju1g4nsb6ngy0799l4ezm8ab.jpg,-1,0.8252277374267578
cju1gghyjwxt80835vx0wgxw0.jpg,-1,0.8495091795921326
cju1gi7jlwyld0835cdf6g6qz.jpg,-1,0.8505710363388062
cju1gkndf6yi10801o1qnje19.jpg,-1,0.838369607925415
cju1gv7106qd008784gk603mg.jpg,-1,0.8515130281448364
cju1h5w4wxajx0835mc954kxy.jpg,-1,0.8117630481719971
cju1h89h6xbnx08352k2790o9.jpg,-1,0.8037382960319519
cju1haab178i70799tk9z8y8x.jpg,-1,0.8562191128730774
cju1hhj6mxfp90835n3wofrap.jpg,-1,0.8706982731819153
